Edad;Sexo;Comunidades y Ciudades Autónomas;Periodo;Total
De 20 a 24 años;Mujeres;10 Comunitat Valenciana;2016T2;29,2
De 20 a 24 años;Mujeres;10 Comunitat Valenciana;2016T1;26,3
De 20 a 24 años;Mujeres;10 Comunitat Valenciana;2015T4;29,8
De 20 a 24 años;Mujeres;10 Comunitat Valenciana;2015T3;25,1
De 20 a 24 años;Mujeres;10 Comunitat Valenciana;2015T2;29,9
De 20 a 24 años;Mujeres;10 Comunitat Valenciana;2015T1;27,3
De 20 a 24 años;Mujeres;10 Comunitat Valenciana;2014T4;30,0
De 20 a 24 años;Mujeres;10 Comunitat Valenciana;2014T3;34,1
De 20 a 24 años;Mujeres;10 Comunitat Valenciana;2014T2;36,9
De 20 a 24 años;Mujeres;10 Comunitat Valenciana;2014T1;38,9
De 20 a 24 años;Mujeres;10 Comunitat Valenciana;2013T4;35,2
De 20 a 24 años;Mujeres;10 Comunitat Valenciana;2013T3;34,1
De 20 a 24 años;Mujeres;10 Comunitat Valenciana;2013T2;40,2
De 20 a 24 años;Mujeres;10 Comunitat Valenciana;2013T1;35,9
De 20 a 24 años;Mujeres;10 Comunitat Valenciana;2012T4;35,5
De 20 a 24 años;Mujeres;10 Comunitat Valenciana;2012T3;36,0
De 20 a 24 años;Mujeres;10 Comunitat Valenciana;2012T2;38,6
De 20 a 24 años;Mujeres;10 Comunitat Valenciana;2012T1;33,4
De 20 a 24 años;Mujeres;10 Comunitat Valenciana;2011T4;35,6
De 20 a 24 años;Mujeres;10 Comunitat Valenciana;2011T3;38,8
De 20 a 24 años;Mujeres;10 Comunitat Valenciana;2011T2;36,7
De 20 a 24 años;Mujeres;10 Comunitat Valenciana;2011T1;38,7
De 20 a 24 años;Mujeres;10 Comunitat Valenciana;2010T4;35,9
De 20 a 24 años;Mujeres;10 Comunitat Valenciana;2010T3;35,0
De 20 a 24 años;Mujeres;10 Comunitat Valenciana;2010T2;29,7
De 20 a 24 años;Mujeres;10 Comunitat Valenciana;2010T1;31,9
De 20 a 24 años;Mujeres;11 Extremadura;2021T4;4,0
De 20 a 24 años;Mujeres;11 Extremadura;2021T3;6,5
De 20 a 24 años;Mujeres;11 Extremadura;2021T2;6,9
De 20 a 24 años;Mujeres;11 Extremadura;2021T1;6,4
De 20 a 24 años;Mujeres;11 Extremadura;2020T4;6,2
De 20 a 24 años;Mujeres;11 Extremadura;2020T3;6,1
De 20 a 24 años;Mujeres;11 Extremadura;2020T2;4,6
De 20 a 24 años;Mujeres;11 Extremadura;2020T1;4,9
De 20 a 24 años;Mujeres;11 Extremadura;2019T4;5,9
De 20 a 24 años;Mujeres;11 Extremadura;2019T3;6,6
De 20 a 24 años;Mujeres;11 Extremadura;2019T2;7,2
De 20 a 24 años;Mujeres;11 Extremadura;2019T1;6,8
De 20 a 24 años;Mujeres;11 Extremadura;2018T4;5,9
De 20 a 24 años;Mujeres;11 Extremadura;2018T3;5,3
De 20 a 24 años;Mujeres;11 Extremadura;2018T2;5,4
De 20 a 24 años;Mujeres;11 Extremadura;2018T1;7,2
De 20 a 24 años;Mujeres;11 Extremadura;2017T4;6,4
De 20 a 24 años;Mujeres;11 Extremadura;2017T3;6,1
De 20 a 24 años;Mujeres;11 Extremadura;2017T2;8,8
De 20 a 24 años;Mujeres;11 Extremadura;2017T1;6,8
De 20 a 24 años;Mujeres;11 Extremadura;2016T4;7,0
De 20 a 24 años;Mujeres;11 Extremadura;2016T3;8,6
De 20 a 24 años;Mujeres;11 Extremadura;2016T2;7,3
De 20 a 24 años;Mujeres;11 Extremadura;2016T1;6,6
De 20 a 24 años;Mujeres;11 Extremadura;2015T4;8,3
De 20 a 24 años;Mujeres;11 Extremadura;2015T3;8,2
De 20 a 24 años;Mujeres;11 Extremadura;2015T2;7,0
De 20 a 24 años;Mujeres;11 Extremadura;2015T1;7,9
De 20 a 24 años;Mujeres;11 Extremadura;2014T4;8,0
De 20 a 24 años;Mujeres;11 Extremadura;2014T3;9,8
De 20 a 24 años;Mujeres;11 Extremadura;2014T2;8,8
De 20 a 24 años;Mujeres;11 Extremadura;2014T1;5,8
De 20 a 24 años;Mujeres;11 Extremadura;2013T4;7,7
De 20 a 24 años;Mujeres;11 Extremadura;2013T3;10,6
De 20 a 24 años;Mujeres;11 Extremadura;2013T2;11,5
De 20 a 24 años;Mujeres;11 Extremadura;2013T1;11,3
De 20 a 24 años;Mujeres;11 Extremadura;2012T4;11,7
De 20 a 24 años;Mujeres;11 Extremadura;2012T3;11,9
De 20 a 24 años;Mujeres;11 Extremadura;2012T2;11,8
De 20 a 24 años;Mujeres;11 Extremadura;2012T1;11,1
De 20 a 24 años;Mujeres;11 Extremadura;2011T4;10,6
De 20 a 24 años;Mujeres;11 Extremadura;2011T3;10,3
De 20 a 24 años;Mujeres;11 Extremadura;2011T2;9,8
De 20 a 24 años;Mujeres;11 Extremadura;2011T1;9,2
De 20 a 24 años;Mujeres;11 Extremadura;2010T4;9,6
De 20 a 24 años;Mujeres;11 Extremadura;2010T3;10,2
De 20 a 24 años;Mujeres;11 Extremadura;2010T2;9,3
De 20 a 24 años;Mujeres;11 Extremadura;2010T1;6,9
De 20 a 24 años;Mujeres;12 Galicia;2021T4;6,6
De 20 a 24 años;Mujeres;12 Galicia;2021T3;5,0
De 20 a 24 años;Mujeres;12 Galicia;2021T2;6,6
De 20 a 24 años;Mujeres;12 Galicia;2021T1;5,4
De 20 a 24 años;Mujeres;12 Galicia;2020T4;6,5
De 20 a 24 años;Mujeres;12 Galicia;2020T3;8,1
De 20 a 24 años;Mujeres;12 Galicia;2020T2;5,5
De 20 a 24 años;Mujeres;12 Galicia;2020T1;5,7
De 20 a 24 años;Mujeres;12 Galicia;2019T4;6,1
De 20 a 24 años;Mujeres;12 Galicia;2019T3;5,7
De 20 a 24 años;Mujeres;12 Galicia;2019T2;4,9
De 20 a 24 años;Mujeres;12 Galicia;2019T1;4,1
De 20 a 24 años;Mujeres;12 Galicia;2018T4;5,6
De 20 a 24 años;Mujeres;12 Galicia;2018T3;7,2
De 20 a 24 años;Mujeres;12 Galicia;2018T2;7,4
De 20 a 24 años;Mujeres;12 Galicia;2018T1;7,4
De 20 a 24 años;Mujeres;12 Galicia;2017T4;6,6
De 20 a 24 años;Mujeres;12 Galicia;2017T3;8,1
De 20 a 24 años;Mujeres;12 Galicia;2017T2;8,0
De 20 a 24 años;Mujeres;12 Galicia;2017T1;7,8
De 20 a 24 años;Mujeres;12 Galicia;2016T4;7,7
De 20 a 24 años;Mujeres;12 Galicia;2016T3;8,8
De 20 a 24 años;Mujeres;12 Galicia;2016T2;10,8
De 20 a 24 años;Mujeres;12 Galicia;2016T1;11,7
De 20 a 24 años;Mujeres;12 Galicia;2015T4;10,3
De 20 a 24 años;Mujeres;12 Galicia;2015T3;10,7
De 20 a 24 años;Mujeres;12 Galicia;2015T2;10,5
De 20 a 24 años;Mujeres;12 Galicia;2015T1;9,8
De 20 a 24 años;Mujeres;12 Galicia;2014T4;12,8
De 20 a 24 años;Mujeres;12 Galicia;2014T3;13,1
De 20 a 24 años;Mujeres;12 Galicia;2014T2;12,6
De 20 a 24 años;Mujeres;12 Galicia;2014T1;12,7
De 20 a 24 años;Mujeres;12 Galicia;2013T4;13,7
De 20 a 24 años;Mujeres;12 Galicia;2013T3;14,7
De 20 a 24 años;Mujeres;12 Galicia;2013T2;14,5
De 20 a 24 años;Mujeres;12 Galicia;2013T1;15,2
De 20 a 24 años;Mujeres;12 Galicia;2012T4;15,0
De 20 a 24 años;Mujeres;12 Galicia;2012T3;16,2
De 20 a 24 años;Mujeres;12 Galicia;2012T2;12,4
De 20 a 24 años;Mujeres;12 Galicia;2012T1;13,2
De 20 a 24 años;Mujeres;12 Galicia;2011T4;10,5
De 20 a 24 años;Mujeres;12 Galicia;2011T3;9,8
De 20 a 24 años;Mujeres;12 Galicia;2011T2;10,7
De 20 a 24 años;Mujeres;12 Galicia;2011T1;12,6
De 20 a 24 años;Mujeres;12 Galicia;2010T4;11,9
De 20 a 24 años;Mujeres;12 Galicia;2010T3;12,8
De 20 a 24 años;Mujeres;12 Galicia;2010T2;8,3
De 20 a 24 años;Mujeres;12 Galicia;2010T1;12,1
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2021T4;18,6
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2021T3;25,2
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2021T2;19,3
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2021T1;27,5
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2020T4;27,7
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2020T3;29,9
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2020T2;27,9
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2020T1;19,7
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2019T4;17,3
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2019T3;23,8
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2019T2;22,0
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2019T1;25,4
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2018T4;21,0
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2018T3;14,2
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2018T2;22,4
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2018T1;15,7
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2017T4;29,7
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2017T3;17,2
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2017T2;21,8
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2017T1;22,3
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2016T4;25,1
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2016T3;30,3
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2016T2;39,7
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2016T1;32,0
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2015T4;28,2
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2015T3;38,3
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2015T2;31,5
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2015T1;37,2
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2014T4;38,2
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2014T3;41,0
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2014T2;40,9
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2014T1;49,3
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2013T4;49,0
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2013T3;44,5
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2013T2;40,5
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2013T1;42,3
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2012T4;39,2
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2012T3;35,4
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2012T2;34,0
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2012T1;38,4
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2011T4;34,2
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2011T3;42,0
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2011T2;32,5
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2011T1;28,9
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2010T4;34,9
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2010T3;42,0
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2010T2;32,5
De 20 a 24 años;Mujeres;13 Madrid, Comunidad de;2010T1;31,4
De 20 a 24 años;Mujeres;14 Murcia, Región de;2021T4;5,0
De 20 a 24 años;Mujeres;14 Murcia, Región de;2021T3;6,8
De 20 a 24 años;Mujeres;14 Murcia, Región de;2021T2;4,7
De 20 a 24 años;Mujeres;14 Murcia, Región de;2021T1;7,1
De 20 a 24 años;Mujeres;14 Murcia, Región de;2020T4;7,1
De 20 a 24 años;Mujeres;14 Murcia, Región de;2020T3;9,2
De 20 a 24 años;Mujeres;14 Murcia, Región de;2020T2;5,9
De 20 a 24 años;Mujeres;14 Murcia, Región de;2020T1;7,7
De 20 a 24 años;Mujeres;14 Murcia, Región de;2019T4;9,5
De 20 a 24 años;Mujeres;14 Murcia, Región de;2019T3;8,2
De 20 a 24 años;Mujeres;14 Murcia, Región de;2019T2;7,3
De 20 a 24 años;Mujeres;14 Murcia, Región de;2019T1;5,0
De 20 a 24 años;Mujeres;14 Murcia, Región de;2018T4;6,8
De 20 a 24 años;Mujeres;14 Murcia, Región de;2018T3;7,8
De 20 a 24 años;Mujeres;14 Murcia, Región de;2018T2;6,4
De 20 a 24 años;Mujeres;14 Murcia, Región de;2018T1;5,7
De 20 a 24 años;Mujeres;14 Murcia, Región de;2017T4;5,0
De 20 a 24 años;Mujeres;14 Murcia, Región de;2017T3;5,2
De 20 a 24 años;Mujeres;14 Murcia, Región de;2017T2;7,8
De 20 a 24 años;Mujeres;14 Murcia, Región de;2017T1;9,5
De 20 a 24 años;Mujeres;14 Murcia, Región de;2016T4;7,8
De 20 a 24 años;Mujeres;14 Murcia, Región de;2016T3;11,3
De 20 a 24 años;Mujeres;14 Murcia, Región de;2016T2;8,3
De 20 a 24 años;Mujeres;14 Murcia, Región de;2016T1;11,0
De 20 a 24 años;Mujeres;14 Murcia, Región de;2015T4;10,7
De 20 a 24 años;Mujeres;14 Murcia, Región de;2015T3;11,3
De 20 a 24 años;Mujeres;14 Murcia, Región de;2015T2;13,4
De 20 a 24 años;Mujeres;14 Murcia, Región de;2015T1;11,2
De 20 a 24 años;Mujeres;14 Murcia, Región de;2014T4;13,7
De 20 a 24 años;Mujeres;14 Murcia, Región de;2014T3;11,8
De 20 a 24 años;Mujeres;14 Murcia, Región de;2014T2;11,1
De 20 a 24 años;Mujeres;14 Murcia, Región de;2014T1;9,7
De 20 a 24 años;Mujeres;14 Murcia, Región de;2013T4;9,9
De 20 a 24 años;Mujeres;14 Murcia, Región de;2013T3;10,7
De 20 a 24 años;Mujeres;14 Murcia, Región de;2013T2;11,5
De 20 a 24 años;Mujeres;14 Murcia, Región de;2013T1;13,0
De 20 a 24 años;Mujeres;14 Murcia, Región de;2012T4;12,0
De 20 a 24 años;Mujeres;14 Murcia, Región de;2012T3;11,8
De 20 a 24 años;Mujeres;14 Murcia, Región de;2012T2;11,0
De 20 a 24 años;Mujeres;14 Murcia, Región de;2012T1;9,9
De 20 a 24 años;Mujeres;14 Murcia, Región de;2011T4;10,8
De 20 a 24 años;Mujeres;14 Murcia, Región de;2011T3;11,4
De 20 a 24 años;Mujeres;14 Murcia, Región de;2011T2;10,0
De 20 a 24 años;Mujeres;14 Murcia, Región de;2011T1;8,9
De 20 a 24 años;Mujeres;14 Murcia, Región de;2010T4;9,1
De 20 a 24 años;Mujeres;14 Murcia, Región de;2010T3;7,8
De 20 a 24 años;Mujeres;14 Murcia, Región de;2010T2;8,4
De 20 a 24 años;Mujeres;14 Murcia, Región de;2010T1;9,4
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2021T4;1,2
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2021T3;0,7
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2021T2;1,4
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2021T1;2,5
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2020T4;1,5
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2020T3;2,9
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2020T2;2,7
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2020T1;0,5
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2019T4;0,9
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2019T3;2,4
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2019T2;0,9
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2019T1;1,4
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2018T4;1,7
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2018T3;1,4
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2018T2;2,3
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2018T1;1,9
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2017T4;2,7
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2017T3;2,7
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2017T2;3,0
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2017T1;2,8
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2016T4;2,4
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2016T3;2,6
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2016T2;2,6
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2016T1;1,7
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2015T4;2,6
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2015T3;2,4
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2015T2;1,3
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2015T1;3,0
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2014T4;2,5
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2014T3;2,3
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2014T2;2,3
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2014T1;2,8
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2013T4;3,1
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2013T3;4,0
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2013T2;4,2
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2013T1;3,5
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2012T4;4,3
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2012T3;2,1
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2012T2;3,2
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2012T1;3,3
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2011T4;3,0
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2011T3;3,0
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2011T2;2,3
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2011T1;2,8
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2010T4;2,7
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2010T3;3,0
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2010T2;3,5
De 20 a 24 años;Mujeres;15 Navarra, Comunidad Foral de;2010T1;2,4
De 20 a 24 años;Mujeres;16 País Vasco;2021T4;4,6
De 20 a 24 años;Mujeres;16 País Vasco;2021T3;4,7
De 20 a 24 años;Mujeres;16 País Vasco;2021T2;9,2
De 20 a 24 años;Mujeres;16 País Vasco;2021T1;5,5
De 20 a 24 años;Mujeres;16 País Vasco;2020T4;7,0
De 20 a 24 años;Mujeres;16 País Vasco;2020T3;8,8
De 20 a 24 años;Mujeres;16 País Vasco;2020T2;6,6
De 20 a 24 años;Mujeres;16 País Vasco;2020T1;5,0
De 20 a 24 años;Mujeres;16 País Vasco;2019T4;5,0
De 20 a 24 años;Mujeres;16 País Vasco;2019T3;5,2
De 20 a 24 años;Mujeres;16 País Vasco;2019T2;4,6
De 20 a 24 años;Mujeres;16 País Vasco;2019T1;8,0
De 20 a 24 años;Mujeres;16 País Vasco;2018T4;5,1
De 20 a 24 años;Mujeres;16 País Vasco;2018T3;6,0
De 20 a 24 años;Mujeres;16 País Vasco;2018T2;4,3
De 20 a 24 años;Mujeres;16 País Vasco;2018T1;6,4
De 20 a 24 años;Mujeres;16 País Vasco;2017T4;7,0
De 20 a 24 años;Mujeres;16 País Vasco;2017T3;7,7
De 20 a 24 años;Mujeres;16 País Vasco;2017T2;4,7
De 20 a 24 años;Mujeres;16 País Vasco;2017T1;3,7
De 20 a 24 años;Mujeres;16 País Vasco;2016T4;5,6
De 20 a 24 años;Mujeres;16 País Vasco;2016T3;9,0
De 20 a 24 años;Mujeres;16 País Vasco;2016T2;4,6
De 20 a 24 años;Mujeres;16 País Vasco;2016T1;4,1
De 20 a 24 años;Mujeres;16 País Vasco;2015T4;8,5
De 20 a 24 años;Mujeres;16 País Vasco;2015T3;7,1
De 20 a 24 años;Mujeres;16 País Vasco;2015T2;6,6
De 20 a 24 años;Mujeres;16 País Vasco;2015T1;6,9
De 20 a 24 años;Mujeres;16 País Vasco;2014T4;8,8
De 20 a 24 años;Mujeres;16 País Vasco;2014T3;7,8
De 20 a 24 años;Mujeres;16 País Vasco;2014T2;7,0
De 20 a 24 años;Mujeres;16 País Vasco;2014T1;10,4
De 20 a 24 años;Mujeres;16 País Vasco;2013T4;7,7
De 20 a 24 años;Mujeres;16 País Vasco;2013T3;8,3
De 20 a 24 años;Mujeres;16 País Vasco;2013T2;7,1
De 20 a 24 años;Mujeres;16 País Vasco;2013T1;8,0
De 20 a 24 años;Mujeres;16 País Vasco;2012T4;9,5
De 20 a 24 años;Mujeres;16 País Vasco;2012T3;8,7
De 20 a 24 años;Mujeres;16 País Vasco;2012T2;11,9
De 20 a 24 años;Mujeres;16 País Vasco;2012T1;8,7
De 20 a 24 años;Mujeres;16 País Vasco;2011T4;10,7
De 20 a 24 años;Mujeres;16 País Vasco;2011T3;11,8
De 20 a 24 años;Mujeres;16 País Vasco;2011T2;9,9
De 20 a 24 años;Mujeres;16 País Vasco;2011T1;8,3
De 20 a 24 años;Mujeres;16 País Vasco;2010T4;8,2
De 20 a 24 años;Mujeres;16 País Vasco;2010T3;5,7
De 20 a 24 años;Mujeres;16 País Vasco;2010T2;7,7
De 20 a 24 años;Mujeres;16 País Vasco;2010T1;8,1
De 20 a 24 años;Mujeres;17 Rioja, La;2021T4;0,7
De 20 a 24 años;Mujeres;17 Rioja, La;2021T3;1,0
De 20 a 24 años;Mujeres;17 Rioja, La;2021T2;1,6
De 20 a 24 años;Mujeres;17 Rioja, La;2021T1;1,2
De 20 a 24 años;Mujeres;17 Rioja, La;2020T4;0,6
De 20 a 24 años;Mujeres;17 Rioja, La;2020T3;1,3
De 20 a 24 años;Mujeres;17 Rioja, La;2020T2;0,8
De 20 a 24 años;Mujeres;17 Rioja, La;2020T1;1,0
De 20 a 24 años;Mujeres;17 Rioja, La;2019T4;0,7
De 20 a 24 años;Mujeres;17 Rioja, La;2019T3;0,9
De 20 a 24 años;Mujeres;17 Rioja, La;2019T2;0,8
De 20 a 24 años;Mujeres;17 Rioja, La;2019T1;0,8
De 20 a 24 años;Mujeres;17 Rioja, La;2018T4;1,2
De 20 a 24 años;Mujeres;17 Rioja, La;2018T3;0,8
De 20 a 24 años;Mujeres;17 Rioja, La;2018T2;0,9
De 20 a 24 años;Mujeres;17 Rioja, La;2018T1;0,6
De 20 a 24 años;Mujeres;17 Rioja, La;2017T4;0,9
De 20 a 24 años;Mujeres;17 Rioja, La;2017T3;1,0
De 20 a 24 años;Mujeres;17 Rioja, La;2017T2;1,3
De 20 a 24 años;Mujeres;17 Rioja, La;2017T1;1,0
De 20 a 24 años;Mujeres;17 Rioja, La;2016T4;0,4
De 20 a 24 años;Mujeres;17 Rioja, La;2016T3;0,6
De 20 a 24 años;Mujeres;17 Rioja, La;2016T2;0,6
De 20 a 24 años;Mujeres;17 Rioja, La;2016T1;0,7
De 20 a 24 años;Mujeres;17 Rioja, La;2015T4;0,7
De 20 a 24 años;Mujeres;17 Rioja, La;2015T3;0,6
De 20 a 24 años;Mujeres;17 Rioja, La;2015T2;0,9
De 20 a 24 años;Mujeres;17 Rioja, La;2015T1;1,3
De 20 a 24 años;Mujeres;17 Rioja, La;2014T4;1,7
De 20 a 24 años;Mujeres;17 Rioja, La;2014T3;1,7
De 20 a 24 años;Mujeres;17 Rioja, La;2014T2;0,8
De 20 a 24 años;Mujeres;17 Rioja, La;2014T1;1,6
De 20 a 24 años;Mujeres;17 Rioja, La;2013T4;1,7
De 20 a 24 años;Mujeres;17 Rioja, La;2013T3;1,8
De 20 a 24 años;Mujeres;17 Rioja, La;2013T2;1,7
De 20 a 24 años;Mujeres;17 Rioja, La;2013T1;1,4
De 20 a 24 años;Mujeres;17 Rioja, La;2012T4;1,1
De 20 a 24 años;Mujeres;17 Rioja, La;2012T3;2,6
De 20 a 24 años;Mujeres;17 Rioja, La;2012T2;2,9
De 20 a 24 años;Mujeres;17 Rioja, La;2012T1;2,6
De 20 a 24 años;Mujeres;17 Rioja, La;2011T4;1,8
De 20 a 24 años;Mujeres;17 Rioja, La;2011T3;2,7
De 20 a 24 años;Mujeres;17 Rioja, La;2011T2;1,5
De 20 a 24 años;Mujeres;17 Rioja, La;2011T1;1,4
De 20 a 24 años;Mujeres;17 Rioja, La;2010T4;1,7
De 20 a 24 años;Mujeres;17 Rioja, La;2010T3;1,6
De 20 a 24 años;Mujeres;17 Rioja, La;2010T2;0,7
De 20 a 24 años;Mujeres;17 Rioja, La;2010T1;0,5
De 20 a 24 años;Mujeres;18 Ceuta;2021T4;0,6
De 20 a 24 años;Mujeres;18 Ceuta;2021T3;0,9
De 20 a 24 años;Mujeres;18 Ceuta;2021T2;0,8
De 20 a 24 años;Mujeres;18 Ceuta;2021T1;1,1
De 20 a 24 años;Mujeres;18 Ceuta;2020T4;1,2
De 20 a 24 años;Mujeres;18 Ceuta;2020T3;0,9
De 20 a 24 años;Mujeres;18 Ceuta;2020T2;0,6
De 20 a 24 años;Mujeres;18 Ceuta;2020T1;0,3
De 20 a 24 años;Mujeres;18 Ceuta;2019T4;0,5
De 20 a 24 años;Mujeres;18 Ceuta;2019T3;0,3
De 20 a 24 años;Mujeres;18 Ceuta;2019T2;0,5
De 20 a 24 años;Mujeres;18 Ceuta;2019T1;0,6
De 20 a 24 años;Mujeres;18 Ceuta;2018T4;0,8
De 20 a 24 años;Mujeres;18 Ceuta;2018T3;1,2
De 20 a 24 años;Mujeres;18 Ceuta;2018T2;1,2
De 20 a 24 años;Mujeres;18 Ceuta;2018T1;0,8
De 20 a 24 años;Mujeres;18 Ceuta;2017T4;0,8
De 20 a 24 años;Mujeres;18 Ceuta;2017T3;0,8
De 20 a 24 años;Mujeres;18 Ceuta;2017T2;0,6
De 20 a 24 años;Mujeres;18 Ceuta;2017T1;0,7
De 20 a 24 años;Mujeres;18 Ceuta;2016T4;0,7
De 20 a 24 años;Mujeres;18 Ceuta;2016T3;0,6
De 20 a 24 años;Mujeres;18 Ceuta;2016T2;0,1
De 20 a 24 años;Mujeres;18 Ceuta;2016T1;0,4
De 20 a 24 años;Mujeres;18 Ceuta;2015T4;1,2
De 20 a 24 años;Mujeres;18 Ceuta;2015T3;1,4
De 20 a 24 años;Mujeres;18 Ceuta;2015T2;0,9
De 20 a 24 años;Mujeres;18 Ceuta;2015T1;1,1
De 20 a 24 años;Mujeres;18 Ceuta;2014T4;1,1
De 20 a 24 años;Mujeres;18 Ceuta;2014T3;1,1
De 20 a 24 años;Mujeres;18 Ceuta;2014T2;0,9
